X_Acc,Y_Acc,Z_Acc,Activity,Semantic_Interpretation
-0.08,3.49,1.3075534,Downstairs,**General description:** Downstairs involves controlled descent with eccentric muscle actions to absorb impact and regulate speed. **Accelerometer patterns:** periodic impacts with sharper deceleration peaks at foot placement; vertical oscillations with slightly higher impact signatures than ascent; AP axis exhibits braking components. **Gyroscope patterns:** pitch decreases as the body lowers each step; subtle roll from lateral stabilization; occasional yaw adjustments at landings. **Body parts involved:** quadriceps and calves eccentrically control descent; hip stabilizers and core maintain balance; ankle strategy mitigates impact.
3.26,9.28,1.334794,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.17,9.28,1.2666923,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.15,9.3,1.334794,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.17,9.3,1.2258313,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.11,9.23,1.2666923,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.34,9.28,1.334794,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.15,9.43,1.334794,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.17,9.28,1.2258313,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.26,9.28,1.2666923,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.21,9.34,1.3756552,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.15,9.38,1.2666923,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.15,9.38,1.2258313,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.15,9.28,1.334794,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.15,9.28,1.3075534,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.02,9.28,1.1849703,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
